price,date
$347.39 ,20210507-2342
$359.00 ,20210507-2342
$365.64 ,20210507-2342
$385.40 ,20210507-2342
$391.41 ,20210507-2342
$425.38 ,20210507-2342
$429.91 ,20210507-2342
$430.00 ,20210507-2342
$431.64 ,20210507-2342
$431.83 ,20210507-2342
$431.83 ,20210507-2342
$434.89 ,20210507-2342
$438.99 ,20210507-2342
$445.23 ,20210507-2342
$457.39 ,20210507-2342
$458.28 ,20210507-2342
$459.02 ,20210507-2342
$471.10 ,20210507-2342
$475.07 ,20210507-2342
$478.88 ,20210507-2342
$478.93 ,20210507-2342
$482.70 ,20210507-2342
$498.84 ,20210507-2342
$511.99 ,20210507-2342
$362.02 ,20210508-1258
$368.12 ,20210508-1258
$378.77 ,20210508-1258
$384.41 ,20210508-1258
$391.46 ,20210508-1258
$421.76 ,20210508-1258
$440.22 ,20210508-1258
$441.66 ,20210508-1258
$445.93 ,20210508-1258
$458.04 ,20210508-1258
$458.04 ,20210508-1258
$460.77 ,20210508-1258
$461.89 ,20210508-1258
$466.82 ,20210508-1258
$466.82 ,20210508-1258
$475.44 ,20210508-1258
$475.51 ,20210508-1258
$477.55 ,20210508-1258
$478.28 ,20210508-1258
$493.35 ,20210508-1258
$493.49 ,20210508-1258
$496.21 ,20210508-1258
$542.02 ,20210508-1258
$553.47 ,20210508-1258
$344.91 ,20210508-1103
$348.69 ,20210508-1103
$351.20 ,20210508-1103
$356.18 ,20210508-1103
$375.03 ,20210508-1103
$377.89 ,20210508-1103
$412.91 ,20210508-1103
$426.98 ,20210508-1103
$432.05 ,20210508-1103
$437.61 ,20210508-1103
$440.45 ,20210508-1103
$440.45 ,20210508-1103
$444.32 ,20210508-1103
$448.89 ,20210508-1103
$448.89 ,20210508-1103
$450.42 ,20210508-1103
$458.91 ,20210508-1103
$460.33 ,20210508-1103
$463.06 ,20210508-1103
$463.12 ,20210508-1103
$474.80 ,20210508-1103
$477.15 ,20210508-1103
$521.20 ,20210508-1103
$532.21 ,20210508-1103
$355.88 ,20210508-1228
$361.62 ,20210508-1228
$372.65 ,20210508-1228
$378.45 ,20210508-1228
$384.31 ,20210508-1228
$415.61 ,20210508-1228
$432.72 ,20210508-1228
$435.12 ,20210508-1228
$439.70 ,20210508-1228
$449.22 ,20210508-1228
$449.22 ,20210508-1228
$453.04 ,20210508-1228
$453.86 ,20210508-1228
$457.83 ,20210508-1228
$457.83 ,20210508-1228
$467.86 ,20210508-1228
$467.92 ,20210508-1228
$468.27 ,20210508-1228
$469.18 ,20210508-1228
$484.06 ,20210508-1228
$485.03 ,20210508-1228
$486.65 ,20210508-1228
$531.58 ,20210508-1228
$542.81 ,20210508-1228
$350.47 ,20210508-0039
$361.45 ,20210508-0039
$369.46 ,20210508-0039
$388.98 ,20210508-0039
$393.87 ,20210508-0039
$429.21 ,20210508-0039
$429.21 ,20210508-0039
$430.76 ,20210508-0039
$435.46 ,20210508-0039
$436.25 ,20210508-0039
$437.44 ,20210508-0039
$437.44 ,20210508-0039
$441.11 ,20210508-0039
$450.80 ,20210508-0039
$459.76 ,20210508-0039
$464.10 ,20210508-0039
$464.98 ,20210508-0039
$472.93 ,20210508-0039
$477.66 ,20210508-0039
$482.23 ,20210508-0039
$482.29 ,20210508-0039
$489.68 ,20210508-0039
$505.69 ,20210508-0039
$518.63 ,20210508-0039
$343.83 ,20210509-1427
$343.83 ,20210509-1427
$343.83 ,20210509-1427
$344.64 ,20210509-1427
$344.76 ,20210509-1427
$344.80 ,20210509-1427
$344.82 ,20210509-1427
$344.87 ,20210509-1427
$344.89 ,20210509-1427
$349.71 ,20210509-1427
$361.28 ,20210509-1427
$367.15 ,20210509-1427
$377.32 ,20210509-1427
$379.50 ,20210509-1427
$380.18 ,20210509-1427
$381.81 ,20210509-1427
$382.81 ,20210509-1427
$383.34 ,20210509-1427
$390.49 ,20210509-1427
$390.52 ,20210509-1427
$393.54 ,20210509-1427
$396.58 ,20210509-1427
$399.24 ,20210509-1427
$403.88 ,20210509-1427
